area,rot-categorization,rot-moral-foundations,rot-judgment,action-moral-judgment,action-legal,label,action_ukr,action_en
rocstories,advice,care-harm,you should,1.0,legal,2,"Коли щось має дивний смак, не їсти чи не пити це, оскільки це може бути отрутою.","When something tastes funny, not eating or drinking it because it might be poison."
dearabby,morality-ethics,care-harm,is selfish,-2.0,legal,0,Приховування вашого ВІЛ-статусу від колишніх та майбутніх партнерів,Withholding your HIV status from past and future lovers
rocstories,advice,care-harm,You shouldn't,-1.0,legal,0,Робота з електрикою або електронікою вологими руками.,Working with electricity or electronics with wet hands.
amitheasshole,morality-ethics,care-harm,{},0.0,,1,Ви не зобов'язані мати сексуальні стосунки з будь-ким.,You are not obligated to have sex with anyone.
confessions,morality-ethics|social-norms,care-harm|fairness-cheating,{},0.0,legal,1,"Вам слід викликати поліцію, якщо хтось навмисно пошкоджує ваше майно.",You should call the police if someone intentionally damages your property.
amitheasshole,social-norms,care-harm|loyalty-betrayal,Should,1.0,legal,2,Ваш партнер допомагає вам з вашими проблемами.,Your partner helping you with your problems.
confessions,morality-ethics|social-norms,care-harm,It is inappropriate,-1.0,tolerated,0,"16-річний/16-річна, що зустрічається з 50-річним/50-річною.",a 16 year old dating a 50 year old.
dearabby,morality-ethics,care-harm|sanctity-degradation,bad,-1.0,legal,0,"діти, які говорять образливі речі про матерів одне одного.",a child saying mean things about each other's mom.
rocstories,morality-ethics,care-harm,It is good,1.0,legal,2,"тренер, який інструктує гравців",a coach instructing players.
rocstories,social-norms,care-harm|authority-subversion,it's expected,0.0,legal,1,"лікар, який призначає ліки для прискорення одужання.",a doctor prescribing medicine to speed up recovery.
amitheasshole,description,care-harm,It's perfectly natural,0.0,legal,1,"мати, яка захищає свою дитину.",a mother being protective of her baby.
confessions,social-norms,care-harm|loyalty-betrayal,it's expected,0.0,legal,1,"мати, яка любить свого сина.",a mother loving her son.
rocstories,morality-ethics|social-norms,care-harm|loyalty-betrayal,must,0.0,legal,1,"батько або матір, що піклується про благополуччя своїх дітей.",a parent caring for the well-being of your children.
confessions,morality-ethics,care-harm,it's horrendous,-2.0,tolerated,0,"батько або мати, які порушують довіру дитини.",a parent violating a child's trust.
dearabby,advice,care-harm|loyalty-betrayal,It's good,1.0,legal,2,"батько чи мати, які хочуть підтримувати зв'язок зі своїми дітьми.",a parent wanting to keep in touch with their children.
amitheasshole,morality-ethics,care-harm,It's not okay,-2.0,illegal,0,"людина, яка наражає інших на небезпеку.",a person putting other people in danger.
amitheasshole,social-norms,care-harm,expected,0.0,legal,1,"дружина, яка ставиться до свого чоловіка з добротою.",a wife treating her husband with kindness.
amitheasshole,morality-ethics,care-harm|loyalty-betrayal,rude,-1.0,legal,0,покинути друга.,abandoning a friend.
dearabby,morality-ethics,care-harm,it's not okay,-2.0,illegal,0,залишення дітей.,abandoning kids.
amitheasshole,morality-ethics|social-norms,care-harm|loyalty-betrayal,You shouldn't,-1.0,legal,0,кидання інших напризволяще.,abandoning others.
amitheasshole,morality-ethics,care-harm,You shouldn't,-2.0,legal,0,залишення напризволяще людей з термінальними хворобами.,abandoning people who are terminally ill.
rocstories,morality-ethics,care-harm|loyalty-betrayal,It's not okay,-2.0,legal,0,"покидати когось, хто тобі небайдужий.",abandoning someone you care about.
dearabby,morality-ethics|social-norms,care-harm|loyalty-betrayal,It's wrong,-1.0,tolerated,0,відмова від доньки через її вагітність,abandoning your daughter because she's pregnant
amitheasshole,morality-ethics,care-harm|loyalty-betrayal,it's rude,-2.0,legal,0,"покинути своїх рідних, коли вони потребують вашої допомоги.",abandoning your family members when they need your help.
amitheasshole,morality-ethics|social-norms,care-harm,It's fine,0.0,legal,1,утримання від алкоголю,abstaining from alcohol
dearabby,morality-ethics,care-harm,It's wrong,-2.0,legal,0,знущатися з людей,abusin people.
dearabby,advice,care-harm,You shouldn't,-2.0,tolerated,0,зловживання алкоголем.,abusing alcohol.
confessions,morality-ethics,care-harm,immoral,-2.0,tolerated,0,"жорстоке поводження з твариною, яку ви прихистили.",abusing an animal that you've adopted.
confessions,morality-ethics|social-norms,care-harm,It is bad,-2.0,tolerated,0,знущання над тваринами,abusing animals
confessions,morality-ethics,care-harm,shouldn't,-2.0,legal,0,жорстоке поводження з тваринами.,abusing animals.
