area,rot-agree,rot-categorization,rot-moral-foundations,rot-judgment,action,action-moral-judgment,action-legal,label
amitheasshole,4.0,morality-ethics|social-norms,care-harm,It's ok,Moving back home in order to escape a bad living situation.,0.0,legal,1
confessions,3.0,advice,care-harm,It's healthy,Moving to somewhere you would like to live.,1.0,legal,2
dearabby,3.0,advice,care-harm,It's expected.,Needing a way to release some steam.,0.0,legal,1
rocstories,4.0,advice,care-harm,Plants may die.,Neglecting  your vegetable garden.,-1.0,legal,0
rocstories,4.0,social-norms|advice,care-harm,It's bad.,Neglecting your vehicle's maintenance.,-1.0,tolerated,0
confessions,3.0,morality-ethics|social-norms,care-harm|loyalty-betrayal,It's good.,Not being friends with someone not listening to your feelings.,0.0,legal,1
amitheasshole,3.0,social-norms,care-harm,it's mean,Not helping a family member,-2.0,legal,0
amitheasshole,4.0,social-norms,care-harm,You don't have to,Not telling anyone about your past if you don't want to do so.,0.0,legal,1
amitheasshole,4.0,morality-ethics|description,care-harm|fairness-cheating,can hurt them financially.,Not tipping someone in an often-tipped profession,-1.0,legal,0
amitheasshole,4.0,description,care-harm,it's reasonable,Not wanting to take your car out during dangerous weather.,0.0,legal,1
amitheasshole,3.0,social-norms|advice,care-harm,Its fine,Not wanting to work with a specific person.,0.0,legal,1
confessions,3.0,advice,care-harm,May make your underboob sweaty,Not wearing a bra,-1.0,legal,0
dearabby,3.0,description,care-harm|sanctity-degradation,is wrong because it endangers one's health.,Obesity,-1.0,legal,0
amitheasshole,3.0,description,care-harm,is often expected,Overly idealistic people causing annoyance in others,0.0,legal,1
rocstories,3.0,advice,care-harm|authority-subversion,Its not okay,Overreacting for the things kids do.,-1.0,legal,0
rocstories,4.0,advice,care-harm,assures that you don't go hungry.,Packing food to take with you places,0.0,legal,1
amitheasshole,3.0,morality-ethics|advice,care-harm|loyalty-betrayal,It's good.,Parent's working together.,2.0,legal,2
amitheasshole,4.0,social-norms,care-harm|authority-subversion,expected,Parents and children discussing their issues with each other.,0.0,legal,1
rocstories,4.0,morality-ethics,care-harm,expected,Parents doing their best to facilitate their child's education.,0.0,legal,1
rocstories,3.0,social-norms,care-harm|authority-subversion,should,Parents giving their children chores to teach them responsibility.,1.0,legal,2
rocstories,3.0,social-norms,care-harm,expected,Parents going on fun outings with their kids.,0.0,legal,1
rocstories,4.0,social-norms,care-harm|loyalty-betrayal,expected,Parents helping their children get their licenses.,0.0,legal,1
rocstories,4.0,morality-ethics,care-harm,should,Parents looking out for the safety of their children.,0.0,legal,1
rocstories,3.0,morality-ethics|advice,care-harm,should,Parents making sure their children eat healthy food,1.0,legal,2
confessions,3.0,social-norms,care-harm,expected,Parents making sure their kids eat healthy food.,0.0,legal,1
amitheasshole,3.0,social-norms|description,care-harm|authority-subversion,should,Parents taking care of children and not the other way around.,0.0,legal,1
amitheasshole,4.0,description,care-harm|authority-subversion,It's expected,Parents taking care of their children.,0.0,legal,1
rocstories,3.0,social-norms,care-harm,It's expected,Parents taking their children places.,0.0,legal,1
amitheasshole,3.0,morality-ethics|social-norms,care-harm,should,Parents watching over their children to protect them.,0.0,legal,1
amitheasshole,3.0,morality-ethics,care-harm,shouldn't,Partners antagonizing each other on purpose.,-1.0,legal,0
amitheasshole,3.0,social-norms,care-harm,supposed to,Partners enjoying spending time together.,0.0,legal,1
amitheasshole,3.0,description,care-harm,are expected,Partners having  conversations with each other.,0.0,legal,1
confessions,3.0,advice,care-harm|loyalty-betrayal,it's not expected,Partners having secrets from each other.,0.0,legal,1
rocstories,3.0,social-norms,care-harm|loyalty-betrayal,expected,Partners helping each other out with things they need done.,0.0,legal,1
amitheasshole,3.0,morality-ethics|social-norms,care-harm|loyalty-betrayal,should,Partners supporting each other in a relationship.,0.0,legal,1
amitheasshole,3.0,morality-ethics,care-harm,expected,Partners supporting each other when they experience health problems.,0.0,legal,1
rocstories,3.0,social-norms|advice,care-harm,You should,Paying attention to your friend's expressions.,0.0,legal,1
dearabby,3.0,social-norms,care-harm,commendable gesture,Paying for other people to eat,1.0,legal,2
rocstories,3.0,social-norms,care-harm|authority-subversion,are expected,People  going through the proper channels when dealing with children.,0.0,legal,1
rocstories,3.0,social-norms,care-harm|sanctity-degradation,are expected,People  keeping their house smelling fresh and lovely.,0.0,legal,1
dearabby,4.0,social-norms,care-harm|authority-subversion,expected,People  taking care of their children.,0.0,legal,1
confessions,3.0,social-norms|advice,care-harm,should,People  tuning out things they find offensive instead of hating on them.,1.0,legal,2
confessions,3.0,morality-ethics|social-norms,care-harm,expected,People admitting their fault and making amends when they accidentally harm others.,0.0,legal,1
amitheasshole,3.0,morality-ethics|advice,care-harm,it's expected,"People are born different, so treating everyone with respect",0.0,legal,1
confessions,4.0,social-norms,care-harm,They are expected to,People being careful when they driving so they don't harm others on the roads.,2.0,legal,2
amitheasshole,4.0,social-norms,care-harm,should,People being civil to each other.,0.0,legal,1
rocstories,3.0,social-norms,care-harm,will,People being concerned about you if you break your arm.,0.0,legal,1
amitheasshole,3.0,social-norms,care-harm,expected,People being generous with others.,0.0,legal,1
amitheasshole,4.0,morality-ethics,care-harm,expected,People being kind to their friends.,0.0,legal,1
amitheasshole,4.0,morality-ethics|social-norms,care-harm,are expected to,People being responsible for their children.,0.0,legal,1
rocstories,3.0,social-norms,care-harm|sanctity-degradation,it's expected,People being self reliant.,2.0,legal,2
amitheasshole,3.0,social-norms,care-harm|loyalty-betrayal,it's expected,People being supportive of family.,0.0,legal,1
amitheasshole,4.0,morality-ethics|description,care-harm|loyalty-betrayal,expected,People caring about the well-being of their loved ones.,0.0,legal,1
dearabby,3.0,social-norms|advice,care-harm|authority-subversion,should,People competing with themselves more than with others.,1.0,legal,2
confessions,3.0,social-norms|advice,care-harm,should,People consuming media that makes them happy.,1.0,legal,2
confessions,4.0,social-norms,care-harm,It's expected,People controlling their pets.,0.0,legal,1
amitheasshole,3.0,morality-ethics,care-harm|loyalty-betrayal,It is  expected,People defending their loved ones.,0.0,legal,1
dearabby,3.0,morality-ethics|advice,care-harm,should,People educating themselves before engaging in activities that could harm them if done wrong.,0.0,legal,1
rocstories,3.0,social-norms|advice,care-harm|authority-subversion,should,People enjoying the great outdoors while it's still there.,0.0,legal,1
confessions,3.0,social-norms|description,care-harm,shouldn't,People feeling obligated to answer numbers from callers they don't know.,-1.0,legal,0
confessions,3.0,advice,care-harm,should,People going to certified counselors to address their issues.,0.0,legal,1
amitheasshole,4.0,social-norms,care-harm,it's expected,People in a relationship working on their issues.,0.0,legal,1
amitheasshole,4.0,advice,care-harm,should,People leaving the past in the past.,1.0,legal,2
dearabby,4.0,description,care-harm,shouldn't,People letting their jobs consume them until they're an empty husk of a person,-1.0,,0
rocstories,3.0,social-norms|advice,care-harm|sanctity-degradation,they should,People minding their own business and not tell others how to live their lives.,1.0,legal,2
confessions,4.0,morality-ethics|description,care-harm,It is expected,People protecting their children.,0.0,legal,1
confessions,3.0,morality-ethics,care-harm,shouldn't,People referring to other people with insulting nicknames.,-1.0,legal,0
amitheasshole,4.0,social-norms,care-harm,expected,People spending time with their loved ones.,0.0,legal,1
confessions,3.0,advice,care-harm|authority-subversion,should,People stopping when the cops tell them to so they don't get hurt.,1.0,legal,2
confessions,3.0,advice,care-harm,It's expected,People suffering from depression seeking professional counseling.,0.0,legal,1
confessions,4.0,morality-ethics,care-harm,expected,People taking care of their children.,1.0,legal,2
rocstories,4.0,social-norms,care-harm|fairness-cheating|authority-subversion,should,"People thinking about what they want to order before they get to the counter, so they don't hold up everyone else.",1.0,legal,2
confessions,3.0,morality-ethics,care-harm|sanctity-degradation,it's expected,People thinking you're a future serial killer when you torture and kill small animals.,0.0,legal,1
confessions,3.0,social-norms|advice,care-harm|fairness-cheating|authority-subversion,shouldn't,People trying to do bad things to others because of things done to them.,-1.0,legal,0
rocstories,3.0,social-norms|advice,care-harm|loyalty-betrayal,should,People trying to get along.,1.0,legal,2
amitheasshole,3.0,morality-ethics,care-harm,should be called out,People using physical violence,-2.0,illegal,0
rocstories,4.0,social-norms,care-harm|sanctity-degradation,should,People who discover they have an STD warning their partners they need to get checked.,2.0,legal,2
amitheasshole,3.0,social-norms|advice,care-harm|fairness-cheating,They should,"People who hate their work, finding jobs that they're passionate about doing instead.",1.0,legal,2
confessions,4.0,social-norms|advice,care-harm,expected,People with anxiety issues seeking treatment.,0.0,legal,1
confessions,3.0,morality-ethics|description,care-harm,are expected,People with severe mental issues getting professional help.,0.0,legal,1
rocstories,3.0,morality-ethics,care-harm,should,People working to minimize the amount of shit they put out in the world.,0.0,legal,1
amitheasshole,3.0,social-norms,care-harm,It's wrong,Planning something but not tell the people who it would be important to.,-1.0,legal,0
rocstories,3.0,social-norms|advice,care-harm|authority-subversion,can be an effective call for attention.,Posting to social media,1.0,legal,2
amitheasshole,4.0,morality-ethics,care-harm,You should,"Practicing compassion towards others, especially if you're dating them.",1.0,legal,2
amitheasshole,3.0,advice,care-harm|sanctity-degradation,is good.,Practicing safe sex with your significant other,1.0,legal,2
confessions,3.0,morality-ethics|advice,care-harm,It's good,Pressing charges against someone who assaults you.,0.0,legal,1
amitheasshole,4.0,morality-ethics,care-harm,Its wrong,Pressuring someone for a romantic relationship.,-1.0,legal,0
amitheasshole,4.0,social-norms|advice,care-harm|loyalty-betrayal,Rude.,Prioritizing a game over family members.,-1.0,legal,0
rocstories,4.0,morality-ethics|social-norms,care-harm,It's thoughtful.,Protecting people from possible injuries by maintaining trees.,1.0,legal,2
rocstories,3.0,morality-ethics,care-harm,Its good,Providing a loving home for an animal,2.0,legal,2
dearabby,3.0,social-norms|advice,care-harm,it's noble and praiseworthy,Putting your life at risk for others,1.0,legal,2
rocstories,4.0,morality-ethics|advice,care-harm,It's not okay.,Putting yourself in a dangerous situation.,-1.0,legal,0
amitheasshole,3.0,advice,care-harm,Its ok,Quitting your job due to being mistreated,0.0,legal,1
rocstories,3.0,morality-ethics|advice,care-harm,Its good,REscuing others,1.0,legal,2
amitheasshole,4.0,morality-ethics|social-norms,care-harm|sanctity-degradation,is criminal and wrong,Raping someone,-2.0,illegal,0
rocstories,3.0,description,care-harm,it's a great activity for the mind,Reading,0.0,legal,1
rocstories,3.0,social-norms|advice,care-harm,Its good,Reading the cards you get for a special event.,1.0,legal,2
amitheasshole,4.0,social-norms|advice,care-harm,Its good,Reducing the number of cars on the road by carpooling.,2.0,legal,2
amitheasshole,4.0,social-norms|advice,care-harm|loyalty-betrayal,You shouldnt,Refusing to help your partner.,-1.0,legal,0
amitheasshole,4.0,social-norms|advice,care-harm,It's fine.,Refusing to listen to an ex-significant other's problems.,0.0,legal,1
amitheasshole,3.0,advice,care-harm,Don't have to.,Remaining in a job you don't like.,-1.0,legal,0
rocstories,4.0,advice,care-harm,Should.,Researching the safety of areas where you'll travel.,0.0,legal,1
amitheasshole,3.0,morality-ethics|advice,care-harm|loyalty-betrayal,You should,Respecting your child's beliefs and try to cater to their wishes.,0.0,legal,1
confessions,4.0,advice,care-harm,You should,Resting If you're burned out,0.0,legal,1
rocstories,3.0,morality-ethics|advice,care-harm,It's ok,Resting when you have an injury.,0.0,legal,1
confessions,3.0,advice,care-harm,It's okay.,Rewarding yourself for doing well on things.,1.0,legal,2
amitheasshole,3.0,social-norms,care-harm|fairness-cheating,expected,Roommates treating each other with respect.,0.0,legal,1
rocstories,3.0,description,care-harm,cowardly,Running away from your fears,-1.0,legal,0
rocstories,4.0,description,care-harm,makes customers angry and irritable,Running out of stock,-1.0,legal,0
rocstories,4.0,description,care-harm|sanctity-degradation,assures that they get treated,Rushing someone to the hospital,2.0,legal,2
amitheasshole,4.0,social-norms|advice,care-harm|fairness-cheating,is smart,Saving your money when going out,1.0,legal,2
confessions,3.0,advice,care-harm,Should,Seeing a therapist if you think you're horrible,0.0,legal,1
confessions,3.0,morality-ethics|social-norms,care-harm,is bad,Seeking revenge,-1.0,legal,0
rocstories,3.0,description,care-harm,is important,Self caring,0.0,legal,1
confessions,4.0,morality-ethics,care-harm,never acceptable,Selling body organs,-2.0,tolerated,0
dearabby,3.0,description,care-harm,It is a kind thing to do.,"Sending a sweet letter to someone in need,",1.0,legal,2
confessions,4.0,morality-ethics,care-harm|fairness-cheating,You shouldn't,Shaming organizations that do a lot of good for people or animals.,-1.0,legal,0
