area,rot-agree,rot-categorization,rot-moral-foundations,rot-judgment,action,action-moral-judgment,action-legal,label
confessions,4.0,advice,care-harm,It is good,admitting when you need help with eating habits.,1.0,legal,2
amitheasshole,4.0,advice,care-harm,It's good,adopting a cat so they can have a loving home.,1.0,legal,2
dearabby,4.0,social-norms,care-harm|loyalty-betrayal,it's good,adopting a child who needs a home.,2.0,legal,2
rocstories,4.0,morality-ethics|advice,care-harm,It's good,adopting a pet.,2.0,legal,2
rocstories,4.0,morality-ethics,care-harm,shouldn't,adopting an animal you cannot take care of.,0.0,legal,1
amitheasshole,4.0,morality-ethics|advice,care-harm|authority-subversion,It's not okay,adopting and animal then not take responsibility for it.,-1.0,illegal,0
dearabby,4.0,morality-ethics,care-harm|loyalty-betrayal,It's nice,adopting children.,2.0,legal,2
confessions,4.0,morality-ethics,care-harm,It is wrong,adopting pets you can't take care of.,-1.0,illegal,0
amitheasshole,4.0,social-norms,care-harm,it's expected,adults being self sufficient.,0.0,legal,1
confessions,4.0,morality-ethics|social-norms,care-harm|authority-subversion,it's expected,adults protecting students in case of an active shooter situation.,0.0,legal,1
confessions,4.0,morality-ethics,care-harm,wrong,advocating harming others.,-1.0,tolerated,0
rocstories,4.0,description,care-harm,Ella,aging and growing up.,0.0,legal,1
rocstories,4.0,morality-ethics|social-norms,care-harm,It's good,agreeing to help someone when they ask you.,1.0,legal,2
dearabby,4.0,morality-ethics,care-harm,shouldn't,agreeing to marry someone if you aren't sure you want to be with them.,-1.0,legal,0
confessions,4.0,advice,care-harm,bad,allowing your fears to paralyze you from finding friendship.,-1.0,legal,0
confessions,4.0,morality-ethics,care-harm,should,allowing your pets to be around you if they want.,1.0,legal,2
rocstories,4.0,morality-ethics,care-harm,It's bad,allowing your pets to contract fleas.,-1.0,legal,0
confessions,4.0,advice|description,care-harm|sanctity-degradation,You shouldn't,allowing yourself to become overweight.,-1.0,legal,0
rocstories,4.0,social-norms,care-harm|authority-subversion,should,always alerting people if you need help.,0.0,legal,1
rocstories,4.0,advice,care-harm,should,always being careful when driving and not getting distracted.,0.0,legal,1
rocstories,4.0,advice,care-harm,You should,always being careful when you walk to your car.,0.0,legal,1
rocstories,4.0,social-norms,care-harm|fairness-cheating,should,always being honest about your feelings.,0.0,legal,1
rocstories,4.0,social-norms,care-harm,should,always being observant of your surroundings.,0.0,legal,1
rocstories,4.0,advice,care-harm,You should,always being prepared for things.,0.0,legal,1
rocstories,4.0,morality-ethics,care-harm,should,always being there for your kids.,1.0,legal,2
rocstories,4.0,morality-ethics,care-harm,should,always driving carefully.,0.0,legal,1
confessions,4.0,advice,care-harm,should,always enjoying your last few days of doing something you enjoy,0.0,legal,1
rocstories,4.0,morality-ethics|social-norms,care-harm|authority-subversion,should,always giving your employees breaks at work.,1.0,legal,2
dearabby,4.0,morality-ethics,care-harm,should,always having respect for others.,1.0,legal,2
amitheasshole,4.0,morality-ethics|social-norms,care-harm|fairness-cheating,it's expected,always helping around the house.,1.0,legal,2
amitheasshole,4.0,morality-ethics,care-harm|loyalty-betrayal,it's expected,always helping out your friends.,1.0,legal,2
rocstories,4.0,social-norms,care-harm|authority-subversion,should,always obeying your parents.,0.0,legal,1
rocstories,4.0,social-norms|advice,care-harm,should,always packing snacks in case you get hungry later.,1.0,legal,2
rocstories,4.0,social-norms|advice,care-harm|fairness-cheating,should,always remembering your appointments.,0.0,legal,1
rocstories,4.0,advice,care-harm|authority-subversion,should,always searching for your child if you lose them.,0.0,legal,1
rocstories,4.0,morality-ethics|social-norms,care-harm|sanctity-degradation,should,always smoking outside so you don't get your smoke around others indoors.,0.0,legal,1
amitheasshole,4.0,morality-ethics,care-harm|loyalty-betrayal,should,always supporting your friends,0.0,legal,1
dearabby,4.0,social-norms,care-harm,You should,"always taking care of the family pets, even when your partner is sick.",0.0,legal,1
rocstories,4.0,social-norms|advice,care-harm,should,always taking care of your hair so you look nice.,1.0,legal,2
confessions,4.0,social-norms,care-harm|sanctity-degradation,You should,always taking care of your personal hygiene.,1.0,legal,2
confessions,4.0,social-norms|advice,care-harm|fairness-cheating,shouldn't,always trusting someone and who they say they are.,-1.0,legal,0
confessions,4.0,morality-ethics|advice,care-harm,You shouldn't,annoying other people.,-1.0,legal,0
confessions,4.0,morality-ethics,care-harm,It's wrong,annoying people.,-1.0,legal,0
amitheasshole,4.0,social-norms,care-harm|authority-subversion,you shouldn't,annoying the people you sit by.,-1.0,legal,0
amitheasshole,4.0,social-norms|advice,care-harm,You shouldn't,annoying your partner with questions.,-1.0,legal,0
amitheasshole,4.0,social-norms,care-harm,it's rude,annoying your partner.,-1.0,legal,0
confessions,4.0,social-norms|description,care-harm|fairness-cheating,It's expected,apologizing for a mistake,0.0,legal,1
dearabby,4.0,morality-ethics,care-harm|fairness-cheating,good,apologizing for misbehaving.,1.0,legal,2
amitheasshole,4.0,morality-ethics|social-norms,care-harm|fairness-cheating,You should,apologizing for offending someone.,2.0,legal,2
dearabby,4.0,morality-ethics|social-norms,care-harm|authority-subversion,You should,apologizing for your mistakes.,0.0,legal,1
amitheasshole,4.0,advice,care-harm,it's good,apologizing if you accidentally offended someone with a joke.,1.0,legal,2
rocstories,4.0,morality-ethics|social-norms,care-harm|sanctity-degradation,you should,apologizing if you break someone's fragile decor,0.0,legal,1
rocstories,4.0,morality-ethics|social-norms,care-harm|fairness-cheating,It's good,apologizing to people for your wrongdoings.,1.0,legal,2
confessions,4.0,social-norms|advice,care-harm,It is good,apologizing to people you have harmed,1.0,legal,2
rocstories,4.0,morality-ethics|social-norms,care-harm,It's good,apologizing to people.,1.0,legal,2
amitheasshole,4.0,morality-ethics|social-norms,care-harm,It's good,apologizing to someone if you hurt them in some way.,1.0,legal,2
amitheasshole,4.0,social-norms,care-harm|fairness-cheating,expected,apologizing to someone when you did something wrong.,0.0,legal,1
amitheasshole,4.0,morality-ethics,care-harm|fairness-cheating,You should,apologizing to your partner if you accidentally cause them pain.,2.0,legal,2
rocstories,4.0,morality-ethics|social-norms,care-harm,should,apologizing to yours sibling when you throw things at them.,1.0,legal,2
amitheasshole,4.0,social-norms|description,care-harm|fairness-cheating,It's good,apologizing when we cause someone discomfort.,2.0,legal,2
confessions,4.0,morality-ethics|social-norms,care-harm,should,apologizing when you nick someone's temple with an umbrella.,1.0,legal,2
confessions,4.0,advice,care-harm,You should,apologizing when you say the wrong thing to someone,0.0,legal,1
rocstories,4.0,social-norms,care-harm,expected,apologizing when you're clumsy and trip into someone.,0.0,legal,1
rocstories,4.0,advice,care-harm,It's good,applying yourself to your academic work in school.,1.0,legal,2
confessions,4.0,morality-ethics|social-norms,care-harm,It's good,appreciating people for their help.,1.0,legal,2
confessions,4.0,social-norms|advice,care-harm|loyalty-betrayal,it's good,appreciating the pets you have in life.,1.0,legal,2
rocstories,4.0,advice,care-harm,It is good,appreciating things in life.,1.0,legal,2
amitheasshole,4.0,morality-ethics,care-harm,It's okay,arguing with someone who is clearly inflicting harming on someone or something.,2.0,legal,2
amitheasshole,4.0,social-norms|advice,care-harm|fairness-cheating,It is acceptable,asking a roommate to keep noise down,0.0,legal,1
amitheasshole,4.0,social-norms,care-harm|loyalty-betrayal,It's rude,asking for a gift to be returned.,-1.0,legal,0
dearabby,4.0,advice,care-harm,It is okay,asking for accommodations if you need them.,0.0,legal,1
confessions,4.0,advice,care-harm,okay,asking for advice when you don't know what to do.,0.0,legal,1
rocstories,4.0,advice,care-harm,it's okay,asking for directions if you're lost.,0.0,legal,1
amitheasshole,4.0,social-norms,care-harm,It's okay,asking for help dealing with family issues.,0.0,legal,1
confessions,4.0,advice,care-harm,it's okay,asking for help if you have trouble doing something while disabled,0.0,legal,1
dearabby,4.0,advice,care-harm,should,asking for help if you need it,0.0,legal,1
confessions,4.0,advice,care-harm,it's allowed,asking for help when suffering from addiction.,0.0,legal,1
confessions,4.0,advice,care-harm,good,asking for help when you are experiencing depression.,0.0,legal,1
rocstories,4.0,advice,care-harm,it's okay,asking for help when you aren't sure how something works,0.0,legal,1
rocstories,4.0,social-norms|advice,care-harm|authority-subversion,should,asking for help when you need it in an emergency.,1.0,legal,2
amitheasshole,4.0,advice,care-harm,It's good,asking for help when you need it.,0.0,legal,1
confessions,4.0,description,care-harm,it's okay,asking for help when you're having mental health issues.,0.0,legal,1
amitheasshole,4.0,social-norms,care-harm,It's good,asking for help when you're having trouble.,1.0,legal,2
rocstories,4.0,advice,care-harm,It's okay,asking for help.,0.0,legal,1
rocstories,4.0,advice,care-harm,It's OK,asking for reassurance when you're afraid.,0.0,legal,1
amitheasshole,4.0,advice,care-harm,It's okay,asking help from other people in carrying someone when everyone is just staring at you.,0.0,legal,1
rocstories,4.0,morality-ethics|social-norms,care-harm,it's kind,asking if there is anything you can do to help when you see someone is struggling.,1.0,legal,2
confessions,4.0,advice,care-harm,should,asking other people for help when you're having a difficult time with something,1.0,legal,2
amitheasshole,4.0,advice,care-harm,You should not press,asking other people to disclose the amount of money they make.,-1.0,legal,0
amitheasshole,4.0,description,care-harm,It's okay,asking others favors.,0.0,legal,1
rocstories,4.0,advice,care-harm|loyalty-betrayal,You should,asking people when there is something wrong.,1.0,legal,2
amitheasshole,4.0,social-norms,care-harm|loyalty-betrayal,You should,asking permission before messing with someone else's car.,1.0,legal,2
confessions,4.0,morality-ethics|social-norms,care-harm|fairness-cheating,It is good,asking someone before sharing something about them with others.,1.0,legal,2
amitheasshole,4.0,social-norms,care-harm,It's rude,asking someone the same question over and over again.,-1.0,legal,0
amitheasshole,4.0,morality-ethics,care-harm,it's okay,asking someone to delete something that makes you uncomfortable.,0.0,legal,1
amitheasshole,4.0,morality-ethics|social-norms,care-harm|fairness-cheating,It's rude,asking someone who is disabled to go somewhere else.,-1.0,legal,0
amitheasshole,4.0,social-norms,care-harm,it's ok,asking someone who you are uncomfortable with to go home at night,0.0,legal,1
amitheasshole,4.0,advice,care-harm|fairness-cheating|authority-subversion,it's not okay,asking things from your kids that put them in an awkward situation.,-1.0,legal,0
dearabby,4.0,advice,care-harm,It's okay,asking your family for help if you can't afford a babysitter,0.0,legal,1
amitheasshole,4.0,social-norms,care-harm|authority-subversion,it's okay,asking your partner to respect your decisions.,0.0,legal,1
confessions,4.0,morality-ethics,care-harm,It is wrong,assaulting people.,-2.0,illegal,0
amitheasshole,4.0,morality-ethics,care-harm,It's wrong,assaulting someone.,-2.0,illegal,0
dearabby,4.0,morality-ethics,care-harm,shouldn't,assaulting your family members.,-2.0,illegal,0
confessions,4.0,morality-ethics,care-harm,It is never OK,assaulting your siblings,-2.0,illegal,0
rocstories,4.0,morality-ethics,care-harm,It's indefensible,assaulting your spouse.,-2.0,illegal,0
rocstories,4.0,advice,care-harm,It's good,assuring people that everything will be okay.,1.0,legal,2
confessions,4.0,morality-ethics,care-harm,It's morally wrong,attacking others with a deadly weapon.,-2.0,illegal,0
confessions,4.0,morality-ethics,care-harm,you shouldn't,attacking people.,-2.0,illegal,0
confessions,4.0,morality-ethics,care-harm|sanctity-degradation,It is violent,attacking your ex.,-2.0,illegal,0
confessions,4.0,morality-ethics,care-harm,it's wrong,attempting to take someone's life,-2.0,illegal,0
confessions,4.0,morality-ethics,care-harm,it's immature,attending a concert just so that you can harass the performer.,-2.0,tolerated,0
amitheasshole,4.0,advice,care-harm,you don't have to,attending any event that makes you uncomfortable,0.0,legal,1
confessions,4.0,social-norms|description,care-harm|sanctity-degradation,it's expected,attending the funeral of someone that recently passed,0.0,legal,1
amitheasshole,4.0,advice,care-harm|loyalty-betrayal,petty,avoiding a friend's wedding just because they didn't give you the position you wanted.,-1.0,legal,0
amitheasshole,4.0,description,care-harm|fairness-cheating,it's fine,avoiding a situation that you're not comfortable with.,0.0,legal,1
confessions,4.0,social-norms,care-harm,It's acceptable,avoiding adults who tell you they hate you.,0.0,legal,1
amitheasshole,4.0,advice,care-harm|loyalty-betrayal,You should,avoiding arguments during birthdays.,0.0,legal,1
confessions,4.0,advice,care-harm,It's good,avoiding doing things that will make you hate yourself.,0.0,legal,1
confessions,4.0,advice,care-harm,shouldn't,avoiding going to the doctor out of fear.,-1.0,legal,0
confessions,4.0,advice,care-harm,should,avoiding indulging in pastimes which lead to an addiction.,0.0,legal,1
confessions,4.0,advice,care-harm,You have the right,avoiding people when you so choose,0.0,legal,1
amitheasshole,4.0,description,care-harm,acceptable,avoiding people you don't like,0.0,legal,1
rocstories,4.0,social-norms,care-harm|fairness-cheating,it's good,avoiding sitting by others on a roller coaster if you think you might throw up.,1.0,legal,2
